ID,SID,PID,port,PORT_LON,PORT_LAT,start_date,end_date,start_recovery_date,end_recovery_date,total_impact,total_impact_value,max_impact,day_of_recover,DD,CCD,BCD,SSHS,SSHS_1,SSHS_2,SSHS_3,SSHS_4,SSHS_5,IF_LANDFALL_CLOSE2PORT,IF_LANDFALL,WIND,PRESSURE,DISTANCE,Wind_speed,Surge_height,Rainfall,Port_ranking,D_normal,D_cyclone,C_normal,C_cyclone,B_normal,B_cyclone,E_normal,E_cyclone,Seaport,Pop_C,Pop_Tract,PCT_Pov,WF,PCT_TA,PCT_ACEW,PCT_TI,PCT_SV,SL,Railway_Length,Highway_Length,Dock_Count,Coast_Gulf_of_Mexico,Coast_Atlantic,Coast_Pacific
296,2017212N28275,50,"Jacksonville, FL",-81.665125,30.322757,7/30/2017,8/1/2017,0,0,0,0,0,0,5,0.012361507,0.024264417,0,0,0,0,0,0,1,1,30,1009,285.5611213,9.9,0.2,8.4619,34,14.25,9,0.215764372,0.203402865,0.030976527,0.00671211,0.237188162,0.107330763,1,995566,2320,0.94,1,28.973877,35.3806249,72.24672258,87.88431288,0.225099112,75.09877095,135.9016911,20,0,1,0
297,2017212N28275,51,"Port of Brunswick, GA",-81.53666,31.132426,7/30/2017,8/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1010,333.7251812,8.1,0.095,0.5509,97,5.625,6,0.169793393,0.171197411,0.001428001,0.002595796,0.102476627,0.065691839,1,84500,5359,0.51,0,93.57528436,7.209147372,96.45748988,13.58739692,0.402141383,24.94975637,10.89814897,14,0,1,0
298,2017212N28275,126,"Tampa Port Authority, FL",-82.52235,27.78534,7/30/2017,8/1/2017,0,0,0,0,0,0,0,0,0.00511673,0,0,0,0,0,0,0,1,50,1001,36.15443284,10.1,0.227,5.0713,21,9.875,10,0.187019794,0.207512013,0.010273972,0.005157242,0.184495709,0.243823587,1,1459779,2655,0.05,0,55.20773087,23.75960783,51.37242144,65.91710758,1.920762842,0,0,75,1,0,0
299,2017212N28275,127,"Manatee County Port, FL",-82.564143,27.633681,7/30/2017,8/1/2017,0,0,0,0,0,0,0,0,2.15E-05,0,0,0,0,0,0,0,1,50,1001,19.9858667,15.1,0.228,23.5326,67,1.75,3,0.136884796,0.153311114,2.15E-05,0,0.036845614,0.07721856,1,399714,4204,0.27,1,61.55894544,99.87387859,75.53499132,67.56041756,8.638611,28.12006348,12.09063735,9,1,0,0
300,2017212N28275,128,"Canaveral Port District, FL",-80.60815,28.41409,7/30/2017,8/1/2017,8/2/2017,8/4/2017 0:00,2,4.227797323,1,2,0,0,0,0,0,0,0,0,0,0,1,30,1009,64.1938716,7.9,0.111,0.4811,66,4.75,8,0.151705769,0.209151002,0.003327109,0.007676368,0.085750377,0.138783149,1,606621,2131,0,0,28.35333526,79.73966637,28.38948332,36.98579532,0.460419931,0,35.98131128,22,0,1,0
301,2017212N28275,129,"Port of Palm Beach District, FL",-80.05267,26.76904,7/31/2017,8/1/2017,0,0,0,0,0,0,0,0,1.60E-04,0,0,0,0,0,0,0,0,30,1008,119.3016223,10.7,0.055,9.8006,116,1,1,0.098969781,0.159253406,1.60E-04,0,0.013240621,0.024638476,1,1492199,2494,0.64,0,37.44336804,50.91854461,39.7351552,89.16893084,0.047985685,50.39588208,45.45289096,13,0,1,0
302,2017212N28275,130,"Port Everglades, FL",-80.117801,26.093392,7/31/2017,8/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1007,180.176906,11,0.105,6.791,24,13.5,14,0.20988435,0.24456773,0.018023892,0.049187918,0.23524005,0.23587968,1,1944381,1237,0.67,0,7.458550222,97.03852652,8.545401966,69.18466085,0.605691205,33.55471403,49.96251982,14,0,1,0
303,2017212N28275,131,"PortMiami, FL",-80.181642,25.782862,7/31/2017,8/1/2017,7/30/2017,8/2/2017 0:00,3,15.71079128,1,3,0,0,4.41E-04,0,0,0,0,0,0,0,0,30,1007,210.5308571,11,0.105,11.5918,52,5.5,6,0.186196847,0.191927438,0.003258825,0.002817805,0.11910913,0.085947704,1,2701776,4910,0,0,23.67336611,41.8615996,25.7109119,68.51017684,0.086889729,20.41886182,108.2830806,27,0,1,0
304,2017212N28275,52,"Port of Savannah, GA",-81.095382,32.084711,8/1/2017,8/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1011,323.6093628,7.7,0.113,0,13,11.5,12,0.203212381,0.225754828,0.009707841,0.034349821,0.207392984,0.153224949,1,295291,2929,0.61,0,4.542606516,90.60633463,8.220069404,72.05538872,2.542949951,86.51748892,96.48221647,26,0,1,0
305,2017212N28275,53,"Port of Charleston, SC",-79.921595,32.788781,8/1/2017,8/1/2017,0,0,0,0,0,0,1,0,0.00156914,0,0,0,0,0,0,0,0,30,1011,288.8375393,8.3,0.166,0,23,11.125,10,0.196366507,0.205436893,0.008671953,0.007102814,0.196652078,0.122689049,1,408481,1191,0.72,0,4.482359746,81.49584751,4.012434933,50.38610039,1.713303,19.19921243,50.19533816,6,0,1,0
306,2017212N28275,54,"Wilmington, NC",-77.950496,34.227365,8/1/2017,8/1/2017,7/29/2017,7/31/2017 0:00,2,8.463714084,1,2,0,0,0.001605538,0,0,0,0,0,0,1,1,30,1011,391.4197875,10.6,0.099,0,62,7.125,7,0.173369461,0.190116801,0.00297082,0.001365282,0.121837247,0.087210518,1,225707,1846,0.89,0,32.78147291,49.1397568,31.96332177,73.42223176,2.101888761,26.25174742,53.52483823,20,0,1,0
307,2017212N28275,55,"Morehead City, NC",-76.72421,34.71693,8/1/2017,8/1/2017,0,0,0,0,0,0,1,0.0866009,1.28E-04,0,0,0,0,0,0,1,1,30,1011,463.7586702,6.3,0.084,0,108,0.75,0,0.0866009,0,1.28E-04,0,0.011760735,1.50E-47,1,67685,1236,0.27,0,33.21042992,96.75534826,31.02106227,56.64950665,0.742525,25.98292613,19.80369527,15,0,1,0
308,2017224N22293,140,"Guaynabo, PR",-66.111141,18.430221,8/12/2017,8/12/2017,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,25,1013,445.3322419,9,0.101,0,134,0.142857143,1,0.001242236,0.096568236,0,0,2.04E-29,0.001319555,1,82872,3021,0.96,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,77.24948833,4,0,1,0
309,2017224N22293,141,"San Juan, PR",-66.096678,18.432783,8/12/2017,8/12/2017,0,0,0,0,0,0,0,0.023449847,0,2,0,1,0,0,0,1,1,25,1013,445.2984959,9,0.101,0,42,2.875,3,0.150550687,0.12710084,0.005077019,0.01461953,0.034171356,0.013205356,1,82872,3021,0,0,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,102.4065089,7,0,1,0
310,2017224N22293,142,"Yabucoa, PR",-65.836226,18.051743,8/12/2017,8/12/2017,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,25,1013,491.800016,6,0.13,0.1003,148,0.25,1,0.00232458,0.085572843,0,0,1.08E-25,2.63E-04,1,82872,3021,0.97,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,18.64235386,0,0,1,0
311,2017228N14314,144,"Virgin Islands - St. Croix, VI",-64.73242,17.75271,8/18/2017,8/19/2017,0,0,0,0,0,0,0,0,0.001678179,4,0,0,0,1,0,1,1,35,1005,481.9835054,6.8,0.228,0.5208,70,2.25,3,0.13009851,0.148762655,0.002864389,0.001186211,0.01525948,0.037146976,1,82872,3021,0,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,21.18037145,4,0,0,0
312,2017228N14314,143,"Guayama, PR",-66.156002,17.938939,8/19/2017,8/19/2017,0,0,0,0,0,0,1,0.00990099,0,4,0,0,0,1,0,1,1,33,1006,482.4831558,11.2,0.163,0,127,1,0,0.00990099,0,0,0,8.67E-25,1.02E-38,1,82872,3021,0.9,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,17.07692605,0,0,1,0
313,2017228N14314,27,"Corpus Christi, TX",-97.39789,27.81277,8/24/2017,8/30/2017,8/28/2017,9/1/2017 0:00,6,114.2940928,0.899203995,4,8,0.175012805,0.001762142,4,0,0,0,1,0,1,1,105,948,51.96092771,26.2,0.308,26.7552,3,7.625,0,0.175012805,0,0.001762142,0,0.174423246,2.45E-32,1,353175,2730,0.79,0,72.53831695,39.14760964,98.35164835,81.38018971,0.398266001,44.69976388,72.05149245,34,1,0,0
314,2017228N14314,28,"Victoria, TX",-96.97247,28.69131,8/24/2017,8/30/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,35,997,20.71012634,27.2,2.062,39.2005,121,0,0,0,0,0,0,0,0,1,91322,3225,0.59,1,89.11099865,51.49917902,99.47585309,94.664903,0.015102668,47.41633969,0,3,1,0,0
315,2017228N14314,29,"Calhoun Port Authority, TX",-96.592324,28.629389,8/24/2017,8/30/2017,8/24/2017,9/3/2017 0:00,10,20.62321774,1,10,2,0.055895512,2.10E-04,4,0,0,0,1,0,1,1,38,997,7.861724139,27.2,2.062,26.94,77,5,3,0.167502655,0.111607143,2.10E-04,0,0.114817224,0.063588288,1,20105,4605,0.78,0,29.7462406,98.19384623,27.78340081,79.19467086,0.148552897,0,12.86644873,21,1,0,0
316,2017228N14314,30,"Port Freeport, TX",-95.3707,28.96133,8/24/2017,8/31/2017,8/30/2017,8/31/2017 0:00,6,36.71886369,1,1,4,0.055185718,0.001453406,4,0,0,0,1,0,1,1,40,997,80.05608905,19.7,0.88,157.4039,19,8.375,4,0.174311658,0.11912594,0.001579425,1.26E-04,0.176952258,0.043754835,1,372035,6037,0.81,0,39.36162522,88.575304,40.51354347,90.05553172,0.1214167,45.79533704,34.44388847,29,1,0,0
317,2017228N14314,31,"Texas City, TX",-94.918091,29.363068,8/24/2017,8/31/2017,8/26/2017,9/1/2017 0:00,6,39.66325186,1,6,3,0.043221757,3.42E-04,4,0,0,0,1,0,1,1,45,993,118.5431487,19.7,0.84,193.1033,17,6.375,3,0.158945027,0.11572327,3.42E-04,0,0.144799384,0.042445593,1,350684,2699,0.69,0,61.64449586,62.80132308,69.7127434,79.85485485,3.331735398,82.90400884,26.89038024,34,1,0,0
318,2017228N14314,32,"Galveston, TX",-94.8127,29.31049,8/24/2017,8/31/2017,8/31/2017,9/5/2017 0:00,3,166.7074863,0.856601654,5,6,0.045617805,0,4,0,0,0,1,0,1,1,45,993,107.8887989,19.7,0.806,193.1033,38,11,5,0.185064446,0.13944664,0.003240394,0.013603676,0.217158473,0.041354098,1,350684,3429,0.98,1,78.81603046,38.91559384,98.83000771,67.49725916,1.06381052,106.5651843,52.11589621,50,1,0,0
319,2017228N14314,138,"Port of Harlingen Authority, TX",-97.597105,26.201976,8/24/2017,8/29/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,105,943,163.0223201,14.8,0.398,2.2913,130,0,0,0,0,0,0,0,0,1,421020,4148,0.84,0,90.47980528,8.809461485,84.54188356,86.18856952,0.988608577,11.49391115,23.17225343,5,1,0,0
320,2017228N14314,139,"Brownsville, TX",-97.398138,25.952201,8/24/2017,8/29/2017,0,0,0,0,0,0,3,0.135338052,2.24E-04,4,0,0,0,1,0,1,1,100,946,153.8224689,16.6,0.398,0.8424,50,2.875,0,0.135338052,0,2.24E-04,0,0.077770852,4.94E-45,1,421020,5072,0.88,0,53.96062271,99.93812912,66.62087912,95.00572001,11.17156,71.39610443,31.45825332,31,1,0,0
321,2017228N14314,33,"Houston Port Authority, TX",-95.293679,29.747023,8/25/2017,8/31/2017,8/31/2017,9/5/2017 0:00,9,582.9829606,1,5,13,0.062519836,0.021081561,4,0,0,0,1,0,1,1,40,997,160.5477724,12.3,3.183,255.252,1,19.25,6,0.231323664,0.168803828,0.033070681,0.01198912,0.334950651,0.126503614,1,4731122,3669,0.92,1,42.20768267,27.16845537,44.12352998,91.38543305,0.028902552,255.2834684,79.16706021,229,1,0,0
322,2017228N14314,34,"Beaumont, TX",-94.094985,30.084872,8/25/2017,8/31/2017,9/1/2017,9/9/2017 0:00,8,122.3028554,0.931673992,8,6,0.052959808,0.006345108,4,0,0,0,1,0,1,1,40,991,60.96011467,13.6,0.914,0.0508,7,8.125,2,0.167743775,0.114783967,0.006345108,0,0.15650576,0.019703042,1,256521,1617,0.86,1,23.45286293,98.88989363,39.33993638,97.0637304,0.401576661,177.0853231,56.40203353,13,1,0,0
323,2017228N14314,35,"Port Arthur, TX",-93.96069,29.83142,8/25/2017,8/31/2017,8/31/2017,9/11/2017 0:00,9,67.10073742,1,11,6,0.152866228,0.001683326,4,0,0,0,1,0,1,1,40,991,44.66812561,13.6,0.895,422.3061,15,5.5,0,0.152866228,0,0.001683326,0,0.106012725,4.88E-39,1,256521,2279,0.36,0,93.48611914,46.72203317,97.5913341,37.92125459,7.013639755,47.91782569,26.92577563,31,1,0,0
324,2017228N14314,36,"Orange County Nav District, TX",-93.72356,30.09537,8/25/2017,8/31/2017,8/31/2017,9/9/2017 0:00,9,20.32270213,1,9,3,0.130580888,6.43E-04,4,0,0,0,1,0,1,1,40,991,30.56700245,13.6,0.914,66.3008,83,3,0,0.130580888,0,6.43E-04,0,0.044029616,4.88E-39,1,84810,3283,0.75,0,65.3340081,44.87661519,72.45638134,72.88717289,1.409428011,24.80922205,22.5410433,8,1,0,0
325,2017228N14314,37,"Lake Charles Harbor District, LA",-93.286839,30.106406,8/25/2017,8/31/2017,8/30/2017,8/31/2017 0:00,2,19.0104438,0.584319081,1,6,0.167058298,0.002110237,4,0,0,0,1,0,1,1,40,992,10.93026111,16.9,0.983,82.6005,10,6.75,1,0.17598687,0.008928571,0.002110237,0,0.156244608,1.92E-27,1,216783,4464,0.36,0,91.85343166,55.07222235,87.86027569,14.27260594,6.039098679,8.420022321,10.2096898,7,1,0,0
326,2017228N14314,38,"Port of Iberia District, LA",-91.843795,29.937314,8/28/2017,8/31/2017,0,0,0,0,0,0,2,0.164515627,0,4,0,0,0,1,0,1,1,35,996,141.4498469,15.7,0.845,57.9251,110,2,0,0.164515627,0,0,0,0.032770461,0,1,70288,3793,0.89,1,56.91873916,99.12428908,58.11764989,59.29739263,19.69504161,4.405227273,8.422546884,39,1,0,0
327,2017228N14314,39,"West St. Mary Parish Port, LA",-91.513896,29.819673,8/28/2017,8/31/2017,0,0,0,0,0,0,2,0.021383106,5.84E-04,4,0,0,0,1,0,1,1,33,997,179.1615682,12.8,0.466,14.0947,88,3,1,0.119165811,0.097782705,5.84E-04,0,0.040270176,0.006279751,1,49398,1999,0.66,0,45.20676692,99.98929158,47.08044149,67.75465942,24.75534,14.08786715,19.5917999,3,1,0,0
328,2017228N14314,115,"Central Louisiana Regional, LA",-92.440674,31.312083,8/28/2017,9/1/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,30,998,15.22654921,15.7,1.083,54.815,105,0,0,0,0,0,0,6.19E-35,0,0,130013,2409,0.87,0,42.84027376,72.22235442,42.94751301,89.8338815,0,51.46820686,106.4462516,0,0,0,0
329,2017228N14314,40,"Port of Greater Baton Rouge, LA",-91.19934,30.42292,8/29/2017,9/1/2017,0,0,0,0,0,0,0,0.01354994,0,4,0,0,0,1,0,1,1,30,998,165.5304815,12.8,0.466,12.0536,8,8.375,10,0.176160559,0.162610619,0.00446103,0.016770756,0.184841372,0.132275743,1,27202,4545,0.4,0,46.28518411,85.47819051,68.64396568,40.50002383,0,61.97788469,74.13467471,23,1,0,0
330,2017228N14314,41,"South Louisiana, LA, Port of",-90.61794,30.03345,8/29/2017,9/1/2017,0,0,0,0,0,0,5,0.059857193,0.00430702,4,0,0,0,1,0,1,1,30,998,236.2062661,12.7,0.642,0.31,2,11.875,7,0.200493404,0.140636211,0.005141934,8.35E-04,0.258849212,0.100622957,1,42481,1966,0.56,1,75.0409678,52.08100326,78.89314633,54.5974546,3.812527511,64.86154799,26.78614458,21,1,0,0
331,2017228N14314,42,"Terrebonne Parish Port, LA",-90.659051,29.57907,8/29/2017,8/31/2017,0,0,0,0,0,0,0,0.018799476,0,4,0,0,0,1,0,1,1,30,998,266.745365,12.8,0.466,0,126,2.125,2,0.130941879,0.112142403,0.001119881,0.006839033,0.039192533,0.008860107,1,109577,2955,0.94,1,88.44346443,11.22480546,91.0521496,96.10920444,1.263971822,0,47.71695596,15,1,0,0
332,2017228N14314,43,"New Orleans, LA",-90.085256,29.91414,8/29/2017,9/1/2017,8/30/2017,9/1/2017 0:00,0,14.28277129,0.289374813,2,3,0.060167321,0,4,0,0,0,1,0,1,1,28,999,289.9001131,12.7,0.642,28.3916,6,13.375,10,0.204639206,0.144471884,0.009332862,0.009786374,0.270175243,0.088817353,1,440783,1873,0.74,0,79.9944573,38.26475977,79.84263543,89.62295629,5.883773194,70.50210197,71.52025534,78,1,0,0
333,2017228N14314,44,"Plaquemines Port District, LA",-89.687447,29.480004,8/29/2017,8/31/2017,0,0,0,0,0,0,5,0.050571502,0,4,0,0,0,1,0,1,1,30,998,345.0270195,15.3,0.531,1.00E-04,12,20,15,0.232802907,0.182231405,0.030380138,0.039334107,0.345144508,0.175596421,1,23515,1808,0.95,1,97.08164642,92.90031649,94.63080779,94.43371943,0.969463683,0,13.43075913,1,1,0,0
334,2017228N14314,45,"Greater Lafourche Port, LA",-90.205279,29.121945,8/29/2017,8/31/2017,0,0,0,0,0,0,1,0.018349162,1.23E-04,4,0,0,0,1,0,0,1,33,997,326.2242876,17.7,0.276,0,63,1.714285714,1,0.105503312,0.08715415,1.23E-04,0,0.030472231,0.00107783,1,97565,2129,0.68,0,95.11157702,34.97727435,96.45628494,62.04061204,2.856976041,0,0,57,1,0,0
335,2017228N14314,114,"Port of Vicksburg, MS",-90.90056,32.3347,8/29/2017,9/1/2017,0,0,0,0,0,0,0,0,7.15E-05,4,0,0,0,1,0,0,1,23,1001,78.27699073,12.7,0.642,0,98,1.428571429,1,0.031719507,0.113946128,7.15E-05,0,0.014127374,0.01611272,0,10017,1846,0.66,0,75.74826489,27.10539466,86.2444573,71.15329615,0,50.75663992,40.90727554,5,0,0,0
336,2017228N14314,46,"Port of Gulfport, MS",-89.092568,30.359621,8/30/2017,9/1/2017,0,0,0,0,0,0,0,0.021912165,0,4,0,0,0,1,0,0,1,20,1001,343.1545035,11.4,0.534,8.9508,118,2.75,4,0.153093841,0.131181676,0,7.90E-05,0.072327108,0.061414171,1,208620,848,0.71,0,53.73529979,23.67275064,54.80648737,68.58406025,0.151334545,30.51200325,40.90197572,19,1,0,0
337,2017228N14314,47,"Port of Pascagoula, MS",-88.55879,30.34802,8/30/2017,9/1/2017,0,0,0,0,0,0,0,0.017460277,0,4,0,0,0,1,0,0,1,20,1001,382.2351394,14.7,0.495,31.3919,27,3.875,5,0.16901969,0.151559412,0.001262124,0.006847727,0.087002699,0.091721482,1,143245,2080,0.82,1,37.15900328,83.52092902,34.65876229,48.63792364,2.482743,24.23887335,24.62524043,2,1,0,0
338,2017228N14314,111,"Helena-West Helena Port, AR",-90.58323,34.52186,8/30/2017,9/1/2017,0,0,0,0,0,0,1,0.027654626,1.16E-04,4,0,0,0,1,0,0,1,28,1001,84.22393505,11.4,0.534,0.24,142,1.6,1,0.036504183,0.008849558,1.16E-04,0,0.00359003,3.30E-43,0,16571,1542,0.97,1,33.69722383,58.90583728,42.56193368,97.29491396,0,9.065246454,15.71857058,6,0,0,0
339,2017228N14314,112,"Port of Rosedale, MS",-91.02206,33.813551,8/30/2017,9/1/2017,0,0,0,0,0,0,0,0.005616562,0,4,0,0,0,1,0,0,1,25,1001,47.24726415,11.4,0.534,0,135,0.4,0,0.005616562,0,0,0,1.37E-20,3.58E-62,0,30980,2708,0.97,1,88.18078851,44.7707208,96.99489107,95.53124553,0,0,7.315532478,6,0,0,0
340,2017228N14314,113,"Port of Greenville, MS",-91.101605,33.36781,8/30/2017,9/1/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,25,1001,19.09534501,11.2,0.642,13.4426,106,0,0,0,0,0,0,0,0,0,44922,3200,0.77,0,48.40707538,79.83009304,56.63557933,64.56933124,0,13.59008211,16.21631606,19,0,0,0
341,2017228N14314,48,"Mobile, AL",-88.035834,30.69123,8/31/2017,9/1/2017,0,0,0,0,0,0,2,0.047544967,0.003375908,4,0,0,0,1,0,0,1,30,1000,405.6302477,8.3,0.44,2.0711,14,7,5,0.179838353,0.132293385,0.003631387,2.55E-04,0.153629685,0.07249132,1,414809,3354,0.88,1,73.30104106,14.58487019,93.4608155,79.18990419,0.869723684,190.7470371,69.65676454,50,1,0,0
342,2017228N14314,99,"St. Louis County, MO",-90.281577,38.48219,8/31/2017,9/1/2017,0,0,0,0,0,0,0,0,7.08E-06,4,0,0,0,1,0,0,1,28,1002,408.0200664,10.3,0.451,0,136,1.5,1,0.017268872,0.018436578,7.08E-06,0,7.63E-15,2.28E-29,0,1004305,4818,0.05,0,25.01204935,91.20005711,23.17331791,7.15000715,0,16.49888577,31.17897672,13,0,0,0
343,2017228N14314,100,"Jefferson County Port, MO",-90.374604,38.26396,8/31/2017,9/1/2017,0,0,0,0,0,0,1,0.037144462,0,4,0,0,0,1,0,0,1,28,1002,393.9947058,10.3,0.451,0,92,0.875,0,0.037144462,0,0,0,1.74E-09,3.58E-62,0,226569,2684,0.4,0,46.80933102,68.02108369,54.64984577,35.65946899,0,26.1202613,25.01307075,1,0,0,0
344,2017228N14314,101,"Kaskaskia Regional Port, IL",-90.046146,38.143332,8/31/2017,9/1/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,28,1002,365.5876036,10.3,0.451,0,68,2.25,2,0.021812857,0.027654867,1.33E-04,6.32E-04,9.78E-15,5.43E-29,0,34953,3214,0.06,0,96.71775593,11.42588582,93.65842491,13.55164688,0,0,0,5,0,0,0
345,2017228N14314,102,"New Bourbon Port Authority, MO",-90.090119,38.014533,8/31/2017,9/1/2017,0,0,0,0,0,0,1,0,2.33E-05,4,0,0,0,1,0,0,1,28,1002,356.7673748,10.3,0.451,0,43,2,1,0.02157914,0.022123894,2.33E-05,0,1.96E-14,4.47E-29,0,18478,4689,0.65,0,53.64010989,89.80677248,49.9590322,39.36198103,0,15.03800087,0,6,0,0,0
346,2017228N14314,103,"Jackson-Union Port District, IL",-89.512469,37.661656,8/31/2017,9/2/2017,0,0,0,0,0,0,3,0.026785714,0,4,0,0,0,1,0,0,1,28,1002,294.6658698,10.3,0.451,0,90,3,0,0.026785714,0,0,0,9.53E-14,0,0,52966,2526,0.64,0,99.29752265,43.48095091,98.43599383,54.41512942,0,33.20763287,3.743709697,1,0,0,0
347,2017228N14314,104,"Southeast Missouri Port, MO",-89.499988,37.246444,8/31/2017,9/2/2017,0,0,0,0,0,0,2,0.018154762,0,4,0,0,0,1,0,0,1,28,1002,258.1083305,10.3,0.451,2.00E-04,81,2,0,0.018154762,0,0,0,4.77E-14,0,0,81710,2312,0.97,1,56.01624253,44.6017657,63.23983035,92.56041756,0,24.60529549,10.25182047,3,0,0,0
348,2017228N14314,105,"Massac-Metropolis Port, IL",-88.727405,37.144372,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0.003826531,0,4,0,0,0,1,0,0,1,25,1002,193.242537,10.3,0.451,2.17,96,0.428571429,0,0.003826531,0,0,0,1.36E-14,1.51E-51,0,14170,2142,0.84,1,67.58000771,24.84472789,76.33988818,85.30196864,0,25.12751152,18.41615387,4,0,0,0
349,2017228N14314,106,"Paducah-McCracken Riverport, KY",-88.693177,37.129276,8/31/2017,9/2/2017,0,0,0,0,0,0,1,0.006696429,0,4,0,0,0,1,0,0,1,25,1002,189.8445212,10.3,0.451,2.17,60,0.75,0,0.006696429,0,0,0,2.38E-14,0,0,67872,1754,0.62,0,50.39762869,62.6038122,60.11784268,71.46074646,0,0,30.82729313,0,0,0,0
350,2017228N14314,107,"Hickman-Fulton County Port, KY",-89.205352,36.581544,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0.001818182,0,4,0,0,0,1,0,0,1,28,1002,187.9606043,10.3,0.451,2.21,145,0.2,0,0.001818182,0,0,0,6.81E-25,1.51E-51,0,6513,2654,0.86,1,54.77515905,91.06679675,60.79863119,64.94232328,0,14.20710153,28.47261062,8,0,0,0
351,2017228N14314,108,"New Madrid County Port, MO",-89.56866,36.526837,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,30,1002,218.8997361,10.3,0.451,0.81,101,0,0,0,0,0,0,0,1.51E-51,0,16428,2262,0.81,1,70.52848467,90.25890584,87.21925005,79.56885457,0,29.4013591,49.60040441,7,0,0,0
352,2017228N14314,109,"Pemiscot County Port, MO",-89.680077,36.211694,8/31/2017,9/2/2017,0,0,0,0,0,0,1,0.00538961,0,4,0,0,0,1,0,0,1,30,1001,202.7092062,8.3,0.451,2.64,141,0.6,0,0.00538961,0,0,0,6.05E-18,0,0,15662,3035,0.56,0,90.77621939,17.20843348,95.81043956,70.34415368,0,5.623304563,8.415445048,4,0,0,0
353,2017228N14314,110,"Memphis-Shelby County Port, TN",-90.06198,35.18177,8/31/2017,9/1/2017,0,0,0,0,0,0,1,0.048354384,2.63E-05,4,0,0,0,1,0,0,1,30,1000,127.2603009,9.9,0.451,28.201,58,2,1,0.057203941,0.008849558,2.63E-05,0,0.005983383,3.30E-43,0,930020,3426,0.96,1,39.96409292,93.17516598,46.2574706,93.68296868,0,19.24214898,13.05785008,4,0,0,0
354,2017228N14314,118,"Henderson County Riverport, KY",-87.593778,37.842685,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0.004408933,0,4,0,0,0,1,0,0,1,23,1003,188.7530677,10.3,0.451,7.5807,112,0.428571429,0,0.004408933,0,0,0,7.23E-25,0,0,44798,2082,0.91,1,51.97970889,47.54063251,48.45165799,88.30497164,0,22.6024322,43.34866958,5,0,0,0
355,2017228N14314,120,"Owensboro Riverport, KY",-87.111688,37.776367,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,20,1004,155.1231393,10.3,0.451,12.0113,102,0,0,0,0,0,0,0,0,0,103324,1689,0.92,1,37.18551186,49.65495086,37.79761905,78.47371181,0,30.71927552,39.4585977,27,0,0,0
356,2017228N14314,123,"Nashville, TN",-86.77467,36.16513,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,23,1003,16.40213833,10.3,0.451,39.6916,61,0,0,0,0,0,0,0,0,0,715878,3498,0.99,1,7.171775593,88.93106156,26.86162522,96.16878784,0,70.35349194,135.1273033,18,0,0,0
357,2017228N14314,124,"Chattanooga, TN",-85.32682,35.02448,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,20,1004,190.3166145,16.8,0.236,6.8922,113,0,0,0,0,0,0,1.02E-38,0,0,366209,2491,0.5,0,20.8899653,90.81455393,22.56362059,96.98865532,0,85.64022034,81.44540322,6,0,0,0
358,2017228N14314,125,"Guntersville, AL",-86.287506,34.373904,8/31/2017,9/2/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,28,1002,173.1573283,8.3,0.451,1.37,133,0,0,0,0,0,0,0,0,0,97611,3898,0.7,0,49.34090033,78.72831545,54.29077501,59.95995996,0,6.764458144,17.14314791,19,0,0,0
359,2017228N14314,96,"America's Central Port, IL",-90.10405,38.841903,9/1/2017,9/1/2017,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,25,1002,412.4900794,10.3,0.136,0,72,1.5,4,0.0163827,0.036873156,2.83E-05,0.001264223,5.57E-18,1.06E-28,0,265868,2450,0.79,0,35.04916136,81.03181591,38.48443223,56.002431,0,88.9904531,32.56900146,12,0,0,0
